08901PRCDY221SO,1344281,ALUMINUM OXIDE (FIBROUS FORMS),50
08901RHNPL298JE,67561,METHANOL,4000
08901RHNPL298JE,108883,TOLUENE,8700
08901RHNPL298JE,108952,PHENOL,800
08901SPCTR755JE,67663,CHLOROFORM,0
08901SPCTR755JE,110827,CYCLOHEXANE,0
08901SPCTR755JE,75058,ACETONITRILE,0
08901SPCTR755JE,67561,METHANOL,0
08901SPCTR755JE,N458,MERCURY COMPOUNDS,0
08901SPCTR755JE,N420,LEAD COMPOUNDS,0
08901SPCTR755JE,75092,DICHLOROMETHANE,0
08901FRRND99JER,117817,DI(2-ETHYLHEXYL) PHTHALATE,31
08901GNRLC25VAN,N420,LEAD COMPOUNDS,0
08901GNRLC25VAN,7440508,COPPER,250
08901GNRLC25VAN,N010,ANTIMONY COMPOUNDS,0
08903KZCHM500JE,N020,ARSENIC COMPOUNDS,0
08903KZCHM500JE,N040,BARIUM COMPOUNDS,5
08903KZCHM500JE,N078,CADMIUM COMPOUNDS,5
08903KZCHM500JE,N230,CERTAIN GLYCOL ETHERS,250
08903KZCHM500JE,N096,COBALT COMPOUNDS,5
08903KZCHM500JE,95636,124-TRIMETHYLBENZENE,53
08903KZCHM500JE,67561,METHANOL,87
08903KZCHM500JE,N511,NITRATE COMPOUNDS,0
08903KZCHM500JE,7697372,NITRIC ACID,25
08903KZCHM500JE,N982,ZINC COMPOUNDS,5
08903KZCHM500JE,N450,MANGANESE COMPOUNDS,3
08901NWBRN596JE,7697372,NITRIC ACID,0
08902BRNTC1010J,7697372,NITRIC ACID,0
08902BRNTC1010J,N106,CYANIDE COMPOUNDS,0
08901KVKSN19AHO,N040,BARIUM COMPOUNDS,5
08901NTNLP783JE,67561,METHANOL,1084
08901NTNLP783JE,108883,TOLUENE,4240
08902SCLMN1007J,1310732,SODIUM HYDROXIDE (SOLUTION),0
08902WHTTK14301,91203,NAPHTHALENE,500
08902WHTTK14301,78933,METHYL ETHYL KETONE,2150
08902WHTTK14301,95636,124-TRIMETHYLBENZENE,1350
08902WHTTK14301,1330207,XYLENE (MIXED ISOMERS),1450
08902WHTTK14301,N230,CERTAIN GLYCOL ETHERS,4050
08902WHTTK14301,108883,TOLUENE,0
08902WHTTK14301,71363,N-BUTYL ALCOHOL,1000
08903DLCRM760JE,N420,LEAD COMPOUNDS,48
08902PRSPC1202A,N230,CERTAIN GLYCOL ETHERS,1289
