07201CCCLC535DO,7664382,PHOSPHORIC ACID,750
07201MLTNC580DI,98828,CUMENE,11
07201MLTNC580DI,71363,N-BUTYL ALCOHOL,597
07201MLTNC580DI,50000,FORMALDEHYDE,348
07201MLTNC580DI,91203,NAPHTHALENE,45
07206DBLFD2PAPE,1310732,SODIUM HYDROXIDE (SOLUTION),0
07207HYWRD628HE,7440508,COPPER,0
07201CNTCT641DO,1330207,XYLENE (MIXED ISOMERS),0
07201CNTCT641DO,67561,METHANOL,0
07201CNTCT641DO,127184,TETRACHLOROETHYLENE,0
07201CNTCT641DO,108883,TOLUENE,0
07201CNTCT641DO,79016,TRICHLOROETHYLENE,0
07201NDXNC830MA,N230,CERTAIN GLYCOL ETHERS,0
07201NDXNC830MA,N100,COPPER COMPOUNDS,0
07201NDXNC830MA,95487,O-CRESOL,0
07207THMSB56BUT,N982,ZINC COMPOUNDS,1
07207THMSB56BUT,7647010,"HYDROCHLORIC ACID (1995 AND AFTER ""ACID AEROSOLS"" ONLY)",155
07206PXCHM200SO,N010,ANTIMONY COMPOUNDS,0
07206PXCHM200SO,1163195,DECABROMODIPHENYL OXIDE,0
07206XCTND82LIV,7664939,"SULFURIC ACID (1994 AND AFTER ""ACID AEROSOLS"" ONLY)",5
07206XCTND82LIV,7664382,PHOSPHORIC ACID,5
07207PHLPS720SO,7440508,COPPER,5
07206MKYCH31932,7664382,PHOSPHORIC ACID,0
07206MKYCH31932,67561,METHANOL,0
07206TPCNC107TR,71556,111-TRICHLOROETHANE,8000
07036XXNST1400P,74851,ETHYLENE,3
07036XXNST1400P,115071,PROPYLENE,53662
07036XXNST1400P,106990,13-BUTADIENE,97
0703WDPNTD14PAR,98953,NITROBENZENE,3
0703WDPNTD14PAR,10028156,OZONE,224
0703WDPNTD14PAR,100254,P-DINITROBENZENE,1
0703WDPNTD14PAR,7664939,"SULFURIC ACID (1994 AND AFTER ""ACID AEROSOLS"" ONLY)",18420
0703WDPNTD14PAR,7783064,HYDROGEN SULFIDE,247
0703WDPNTD14PAR,99650,M-DINITROBENZENE,1
0703WDPNTD14PAR,67561,METHANOL,10
0703WDPNTD14PAR,N511,NITRATE COMPOUNDS,0
0703WDPNTD14PAR,528290,O-DINITROBENZENE,1
0703WDPNTD14PAR,74873,CHLOROMETHANE,1
0703WDPNTD14PAR,7664417,AMMONIA,0
07202RCHHL726RO,71363,N-BUTYL ALCOHOL,10600
07202RCHHL726RO,1330207,XYLENE (MIXED ISOMERS),1510
07202RCHHL726RO,67561,METHANOL,2950
07202RCHHL726RO,50000,FORMALDEHYDE,65
