07072CSNCH400FO,108883,TOLUENE,304
07072LKTRM20THB,N120,DIISOCYANATES,2
07072LKTRM20THB,1330207,XYLENE (MIXED ISOMERS),109
07072LMNMN50013,7664939,"SULFURIC ACID (1994 AND AFTER ""ACID AEROSOLS"" ONLY)",500
07073BCTND1STAN,67641,ACETONE,8751
07073BCTND1STAN,71556,111-TRICHLOROETHANE,9257
07073CLNLP180EA,N420,LEAD COMPOUNDS,1
07073CLNLP180EA,N230,CERTAIN GLYCOL ETHERS,1596
07073DBSCHUNION,N230,CERTAIN GLYCOL ETHERS,0
07073DBSCHUNION,111422,DIETHANOLAMINE,0
07073GNRLF13MAN,26471625,TOLUENE DIISOCYANATE (MIXED ISOMERS),18
07073KLTTN160EA,7440508,COPPER,8
07073KLTTN160EA,7440020,NICKEL,47
07073MRJND219MU,107211,ETHYLENE GLYCOL,250
07073NTDST343MU,N040,BARIUM COMPOUNDS,0
07057HMPLCFOOTO,108101,METHYL ISOBUTYL KETONE,363
07072HNKLCBERRY,1330207,XYLENE (MIXED ISOMERS),4731
07072HNKLCBERRY,7664939,"SULFURIC ACID (1994 AND AFTER ""ACID AEROSOLS"" ONLY)",2521
07072HNKLCBERRY,91203,NAPHTHALENE,9176
07072HNKLCBERRY,50000,FORMALDEHYDE,4313
07072HNKLCBERRY,1319773,CRESOL (MIXED ISOMERS),6615
07072HNKLCBERRY,108952,PHENOL,8341
07072HNKLCBERRY,71363,N-BUTYL ALCOHOL,5030
07072HNKLCBERRY,7783202,AMMONIUM SULFATE (SOLUTION),0
07072RNDLP701TW,108883,TOLUENE,690
07072RNDLP701TW,78933,METHYL ETHYL KETONE,485
07072RNDLP701TW,1330207,XYLENE (MIXED ISOMERS),265
07072GNSCH611BR,67561,METHANOL,0
07072GNSCH611BR,108101,METHYL ISOBUTYL KETONE,7
07072GNSCH611BR,108883,TOLUENE,110
07073GNRLP390CE,N590,POLYCYCLIC AROMATIC COMPOUNDS,0
07073JBMTP55MAD,95636,124-TRIMETHYLBENZENE,5250
07073TRNSW360MU,7440360,ANTIMONY,0
07073TRNSW360MU,7439921,LEAD,0
07073TRNSW360MU,7429905,ALUMINUM (FUME OR DUST),0
07073TRNSW360MU,7664939,"SULFURIC ACID (1994 AND AFTER ""ACID AEROSOLS"" ONLY)",0
07070HWMDC359VE,7440473,CHROMIUM,6
07070HWMDC359VE,7440484,COBALT,6
07070RCHTC359VE,1330207,XYLENE (MIXED ISOMERS),766
07072MNHTT333ST,7664417,AMMONIA,3622
07072TCHNC150GR,7664939,"SULFURIC ACID (1994 AND AFTER ""ACID AEROSOLS"" ONLY)",0
07057HSCHM5264V,62533,ANILINE,35
07057TRNGL5357V,85687,BUTYL BENZYL PHTHALATE,0
07072RSYNCFOOTO,75218,ETHYLENE OXIDE,26
07072CKDNN700GO,N230,CERTAIN GLYCOL ETHERS,0
07072FNTND746GO,100414,ETHYLBENZENE,158
07072FNTND746GO,108883,TOLUENE,3185
07072FNTND746GO,1330207,XYLENE (MIXED ISOMERS),1049
07072SCHWR400GO,108883,TOLUENE,8050
07073STRGL2CARL,75092,DICHLOROMETHANE,13220
07072GNRLF109KE,N420,LEAD COMPOUNDS,0
07072KRHNN3VETE,7440508,COPPER,5
07072SJMNF50AMO,78933,METHYL ETHYL KETONE,1000
07072VRFLX11511,108101,METHYL ISOBUTYL KETONE,222
07072VRFLX11511,67641,ACETONE,8810
07072VRFLX11511,78933,METHYL ETHYL KETONE,13100
07072VRFLX11511,108883,TOLUENE,1570
07072VRFLX11511,1330207,XYLENE (MIXED ISOMERS),104
07074PRSDN200WE,1310732,SODIUM HYDROXIDE (SOLUTION),0
07072SGRVC320PA,1330207,XYLENE (MIXED ISOMERS),181
07072SGRVC320PA,108883,TOLUENE,166
07072CRLTN456WA,N106,CYANIDE COMPOUNDS,0
07072CRLTN456WA,N982,ZINC COMPOUNDS,0
07072CRNTP484WA,108883,TOLUENE,2005
07072CSTLN190JO,71556,111-TRICHLOROETHANE,250
07072JLNDC665WA,1330207,XYLENE (MIXED ISOMERS),1500
07072JLNDC665WA,108101,METHYL ISOBUTYL KETONE,621
07072JLNDC665WA,78933,METHYL ETHYL KETONE,485
07072JLNDC665WA,71363,N-BUTYL ALCOHOL,559
07072JLNDC665WA,67641,ACETONE,778
07072JLNDC665WA,108883,TOLUENE,3628
07072MTLMP472BA,1344281,ALUMINUM OXIDE (FIBROUS FORMS),0
07072PNRND401WA,108883,TOLUENE,9400
07072PNRND401WA,N230,CERTAIN GLYCOL ETHERS,16400
07072TCCST440ME,7429905,ALUMINUM (FUME OR DUST),500
07073MTHSN932PA,7647010,"HYDROCHLORIC ACID (1995 AND AFTER ""ACID AEROSOLS"" ONLY)",10
07073TPNTC890PA,7664939,"SULFURIC ACID (1994 AND AFTER ""ACID AEROSOLS"" ONLY)",5
07606WNDSR17EMP,71556,111-TRICHLOROETHANE,9300
