07011NTRNT244HA,50000,FORMALDEHYDE,500
07015BRGHT600GE,N450,MANGANESE COMPOUNDS,0
07015BRGHT600GE,N982,ZINC COMPOUNDS,0
07015RMPCF61KIL,N120,DIISOCYANATES,0
07503CMTXT191ER,107211,ETHYLENE GLYCOL,0
07503KYSMC27KEN,117817,DI(2-ETHYLHEXYL) PHTHALATE,1460
07503NDRNL72MIC,7664939,"SULFURIC ACID (1994 AND AFTER ""ACID AEROSOLS"" ONLY)",500
07503NDRNL72MIC,1310732,SODIUM HYDROXIDE (SOLUTION),500
07503PRSRN88GRO,N230,CERTAIN GLYCOL ETHERS,0
07503PRSRN88GRO,67561,METHANOL,0
07011LMRTC16RIC,79947,TETRABROMOBISPHENOL A,0
07503CRWNR91ILL,108101,METHYL ISOBUTYL KETONE,3327
07503CRWNR91ILL,108883,TOLUENE,3455
