07410FSHRS1REAG,50000,FORMALDEHYDE,0
07410FSHRS1REAG,75058,ACETONITRILE,122
07410FSHRS1REAG,75092,DICHLOROMETHANE,2517
07410FSHRS1REAG,64186,FORMIC ACID,2
07410FSHRS1REAG,N420,LEAD COMPOUNDS,0
07410FSHRS1REAG,N458,MERCURY COMPOUNDS,0
07410FSHRS1REAG,110543,N-HEXANE,116
07410KRSCH2001P,7440473,CHROMIUM,8
07410KRSCH2001P,7440484,COBALT,24
07410RNCFN2021W,95636,124-TRIMETHYLBENZENE,0
07410CRMPT1701N,67561,METHANOL,0
07410SNDZCFAIRL,111422,DIETHANOLAMINE,255
07410SNDZCFAIRL,50000,FORMALDEHYDE,10
07410SNDZCFAIRL,7664417,AMMONIA,500
07410SNDZCFAIRL,62533,ANILINE,10
07410SNDZCFAIRL,67561,METHANOL,255
07410SNDZCFAIRL,7664939,"SULFURIC ACID (1994 AND AFTER ""ACID AEROSOLS"" ONLY)",10
07410KMMNF1835R,71556,111-TRICHLOROETHANE,250
07509PRNNL3EAST,7664417,AMMONIA,8400
07509ZNTHD53EAS,7664417,AMMONIA,0
07524CNTNN1519F,7783202,AMMONIUM SULFATE (SOLUTION),0
07544MNNDS76E24,108316,MALEIC ANHYDRIDE,4
07544MNNDS76E24,79107,ACRYLIC ACID,2
07544MNNDS76E24,N230,CERTAIN GLYCOL ETHERS,0
07544MNNDS76E24,79118,CHLOROACETIC ACID,4
07544MNNDS76E24,111422,DIETHANOLAMINE,56
07544MNNDS76E24,67561,METHANOL,1
07506PYRLC55SCH,108101,METHYL ISOBUTYL KETONE,0
07506PYRLC55SCH,108883,TOLUENE,0
07524LDRDY94MAD,7664417,AMMONIA,250
07507PNCHM1WASH,1330207,XYLENE (MIXED ISOMERS),821
07507PNCHM1WASH,N420,LEAD COMPOUNDS,0
07507PNCHM1WASH,78933,METHYL ETHYL KETONE,12492
07507PNCHM1WASH,108101,METHYL ISOBUTYL KETONE,1893
07507PNCHM1WASH,108883,TOLUENE,2494
07507PNCHM1WASH,71363,N-BUTYL ALCOHOL,159
07507CLGNC200WA,107051,ALLYL CHLORIDE,500
07507FLTRC104WA,N120,DIISOCYANATES,0
07507FLTRC104WA,75092,DICHLOROMETHANE,36825
07524PLRSP200KE,N982,ZINC COMPOUNDS,0
07524SBRBN70WAI,84742,DIBUTYL PHTHALATE,0
07524SBRBN70WAI,75092,DICHLOROMETHANE,0
07524SBRBN70WAI,107211,ETHYLENE GLYCOL,5
07524SBRBN70WAI,50000,FORMALDEHYDE,0
07524SBRBN70WAI,76131,FREON 113,0
07524SBRBN70WAI,7647010,"HYDROCHLORIC ACID (1995 AND AFTER ""ACID AEROSOLS"" ONLY)",0
07524SBRBN70WAI,67561,METHANOL,81
07524SBRBN70WAI,78933,METHYL ETHYL KETONE,21
