07011CNTNN270CL,50000,FORMALDEHYDE,250
07011CNTNN270CL,7664417,AMMONIA,500
07011CNTNN270CL,111422,DIETHANOLAMINE,500
07011CNTNN270CL,7664382,PHOSPHORIC ACID,250
07011MYKRY125CL,N420,LEAD COMPOUNDS,0
07013DKMNL181SA,108883,TOLUENE,455
07013MSSBR211MO,N230,CERTAIN GLYCOL ETHERS,665
07013RTRDS700RT,N982,ZINC COMPOUNDS,0
07015NTNLS71471,7647010,"HYDROCHLORIC ACID (1995 AND AFTER ""ACID AEROSOLS"" ONLY)",748
07015NTNLS71471,7439921,LEAD,250
07011CGHLN210CL,106467,14-DICHLOROBENZENE,250
07011FRTZS85THI,67561,METHANOL,3815
07011XCLLP400KU,106467,14-DICHLOROBENZENE,86
07012DLXCH1155B,71556,111-TRICHLOROETHANE,13673
07013SLTRN320CO,67561,METHANOL,3
07015NTRNT50PAG,N100,COPPER COMPOUNDS,0
07015PCQTN10CLI,67561,METHANOL,3152
07015SWPCT1CLIF,7664393,HYDROGEN FLUORIDE,195
07015SWPCT1CLIF,7440508,COPPER,0
07015SWPCT1CLIF,7440473,CHROMIUM,0
07015SWPCT1CLIF,7440020,NICKEL,0
07015SWPCT1CLIF,7439965,MANGANESE,0
07015SWPCT1CLIF,7697372,NITRIC ACID,2806
07015SWPCT1CLIF,N511,NITRATE COMPOUNDS,0
07055BLTCD358TH,7632000,SODIUM NITRITE,0
07055PRSCT27EIG,7664417,AMMONIA,500
07055PRSCT27EIG,111422,DIETHANOLAMINE,750
07055PRSCT27EIG,N230,CERTAIN GLYCOL ETHERS,500
07055SHPRD25BRI,71556,111-TRICHLOROETHANE,6982
07055SNBRT35EIG,7664417,AMMONIA,0
07015CPTLS310CO,569642,C.I. BASIC GREEN 4,0
07011LFRDH5WELL,7632000,SODIUM NITRITE,0
07011LFRDH5WELL,7664417,AMMONIA,25
07011LFRDH5WELL,N090,CHROMIUM COMPOUNDS(EXCEPT CHROMITE ORE MINED IN THE TRANSVAAL REGION),0
07011LFRDH5WELL,67561,METHANOL,250
07011LFRDH5WELL,N511,NITRATE COMPOUNDS,0
07011LFRDH5WELL,N982,ZINC COMPOUNDS,0
07011MNRPT1SHER,79016,TRICHLOROETHYLENE,0
07011MSTRS359LE,71363,N-BUTYL ALCOHOL,0
07011MSTRS359LE,7664939,"SULFURIC ACID (1994 AND AFTER ""ACID AEROSOLS"" ONLY)",0
07011MSTRS359LE,123319,HYDROQUINONE,0
07011MSTRS359LE,1330207,XYLENE (MIXED ISOMERS),0
07011MSTRS359LE,67641,ACETONE,0
07011TMZRC103CE,MIXTURE,MIXTURE,0
07055HWTTR270PA,75092,DICHLOROMETHANE,13200
07055HRCLS111SO,N982,ZINC COMPOUNDS,30
07055HRCLS111SO,N100,COPPER COMPOUNDS,35
