07029DRVRH308MI,7440020,NICKEL,0
07029DRVRH308MI,7664417,AMMONIA,1900
07029DRVRH308MI,7697372,NITRIC ACID,6100
07029DRVRH308MI,7440508,COPPER,0
07029DRVRH308MI,7440473,CHROMIUM,0
07029KRNYS936HA,7440508,COPPER,0
07029KRNYS936HA,N982,ZINC COMPOUNDS,48
07029KRNYS936HA,7440020,NICKEL,0
07029KRNYS936HA,7439921,LEAD,0
07029LQDCR603BE,75718,DICHLORODIFLUOROMETHANE,17565
07029SCRTY850HA,71556,111-TRICHLOROETHANE,0
07029STNDR1215H,7664939,"SULFURIC ACID (1994 AND AFTER ""ACID AEROSOLS"" ONLY)",0
07029CMPBL800BE,N420,LEAD COMPOUNDS,129
07029HNKLHFIRST,N982,ZINC COMPOUNDS,500
07029NTRXF1000F,100425,STYRENE,1437
07029RCHMCSOUTH,78933,METHYL ETHYL KETONE,255
07029RCHMCSOUTH,108883,TOLUENE,500
07029RCHMCSOUTH,71556,111-TRICHLOROETHANE,255
07032DRWCH1106H,N982,ZINC COMPOUNDS,0
07032DRWCH1106H,7632000,SODIUM NITRITE,0
07032DRWCH1106H,N511,NITRATE COMPOUNDS,0
07105BNJMN134LI,107211,ETHYLENE GLYCOL,39
07105CLLMR46ALB,108883,TOLUENE,10
07105CLLMR46ALB,1330207,XYLENE (MIXED ISOMERS),89
07105CLLMR46ALB,71363,N-BUTYL ALCOHOL,0
07105CLLMR46ALB,107211,ETHYLENE GLYCOL,0
07105DLTMR26BLA,107211,ETHYLENE GLYCOL,17
07105DLTMR26BLA,N511,NITRATE COMPOUNDS,0
07105DLTMR26BLA,872504,N-METHYL-2-PYRROLIDONE,10
07105DLTMR26BLA,N230,CERTAIN GLYCOL ETHERS,60
07105DRLCN84LIS,1330207,XYLENE (MIXED ISOMERS),750
07105DRLCN84LIS,71363,N-BUTYL ALCOHOL,250
07105DVSCNTERAV,85449,PHTHALIC ANHYDRIDE,255
07105DVSCNTERAV,7647010,"HYDROCHLORIC ACID (1995 AND AFTER ""ACID AEROSOLS"" ONLY)",10
07105SHRWN60LIS,107211,ETHYLENE GLYCOL,4
07105SHRWN60LIS,N230,CERTAIN GLYCOL ETHERS,22
07105TLSRF142LO,108316,MALEIC ANHYDRIDE,0
07105TLSRF142LO,64675,DIETHYL SULFATE,0
07029NGLHR1WEST,N420,LEAD COMPOUNDS,1
07029NGLHR1WEST,7440224,SILVER,5
07029TNGST306SU,75092,DICHLOROMETHANE,12750
07029TNGST306SU,7440484,COBALT,250
07105BLNFN84WAY,1330207,XYLENE (MIXED ISOMERS),250
07105BLNFN84WAY,108883,TOLUENE,250
07105BLNFN84WAY,78933,METHYL ETHYL KETONE,250
07105BNNTT690FE,7664417,AMMONIA,0
07105DBLNN84WAY,117817,DI(2-ETHYLHEXYL) PHTHALATE,0
07105FSKBR129LO,71556,111-TRICHLOROETHANE,0
07105FSKBR129LO,N982,ZINC COMPOUNDS,0
07105HRCSP65EUC,7440224,SILVER,0
07105HRCSP65EUC,7439921,LEAD,0
07105HRCSP65EUC,7440508,COPPER,0
07105RDDWY32EUC,1330207,XYLENE (MIXED ISOMERS),10107
07105RNSNM55MAN,N040,BARIUM COMPOUNDS,500
07032FRNKL113PA,N982,ZINC COMPOUNDS,1
07032FRNKL113PA,N420,LEAD COMPOUNDS,0
07032FRNKL113PA,N040,BARIUM COMPOUNDS,0
07032FRNKL113PA,N010,ANTIMONY COMPOUNDS,2
07105CWCND185FO,108883,TOLUENE,1537
07105FRMNT117BL,68122,NN-DIMETHYLFORMAMIDE,5
07105FRMNT117BL,67561,METHANOL,64
07105FRMNT117BL,26628228,SODIUM AZIDE,0
07105FRMNT117BL,302012,HYDRAZINE,11
07105FRMNT117BL,95636,124-TRIMETHYLBENZENE,0
07105JJPLR145CH,50000,FORMALDEHYDE,500
07105JJPLR145CH,91203,NAPHTHALENE,500
07105JJPLR145CH,108952,PHENOL,500
07105JJPLR145CH,N040,BARIUM COMPOUNDS,250
07105JJPLR145CH,7664939,"SULFURIC ACID (1994 AND AFTER ""ACID AEROSOLS"" ONLY)",500
07105LLNCC30932,7632000,SODIUM NITRITE,0
07105LLNCC30932,N982,ZINC COMPOUNDS,0
07105LLNCC30932,67561,METHANOL,2464
07105LLNCC30932,872504,N-METHYL-2-PYRROLIDONE,0
07105LRSCH26LIS,7664939,"SULFURIC ACID (1994 AND AFTER ""ACID AEROSOLS"" ONLY)",0
07105LRSCH26LIS,7440224,SILVER,0
07105LRSCH26LIS,7697372,NITRIC ACID,0
07105LRSCH26LIS,7439976,MERCURY,0
07105LRSCH26LIS,7647010,"HYDROCHLORIC ACID (1995 AND AFTER ""ACID AEROSOLS"" ONLY)",0
07105LRSCH26LIS,N230,CERTAIN GLYCOL ETHERS,0
07105LRSCH26LIS,71363,N-BUTYL ALCOHOL,0
07105LRSCH26LIS,1344281,ALUMINUM OXIDE (FIBROUS FORMS),0
07105LRSCH26LIS,67641,ACETONE,0
07105LRSCH26LIS,N078,CADMIUM COMPOUNDS,0
07105LRSCH26LIS,N090,CHROMIUM COMPOUNDS(EXCEPT CHROMITE ORE MINED IN THE TRANSVAAL REGION),0
07105LRSCH26LIS,N096,COBALT COMPOUNDS,0
07105LRSCH26LIS,N100,COPPER COMPOUNDS,0
07105LRSCH26LIS,N420,LEAD COMPOUNDS,0
07105LRSCH26LIS,N450,MANGANESE COMPOUNDS,0
07105LRSCH26LIS,N458,MERCURY COMPOUNDS,0
07105LRSCH26LIS,N495,NICKEL COMPOUNDS,0
07105LRSCH26LIS,N725,SELENIUM COMPOUNDS,0
07105LRSCH26LIS,N740,SILVER COMPOUNDS,0
07105LRSCH26LIS,N982,ZINC COMPOUNDS,0
07105LRSCH26LIS,N010,ANTIMONY COMPOUNDS,0
07105LRSCH26LIS,71556,111-TRICHLOROETHANE,0
07105LRSCH26LIS,7550450,TITANIUM TETRACHLORIDE,0
07105NWRKB17BLA,7647010,"HYDROCHLORIC ACID (1995 AND AFTER ""ACID AEROSOLS"" ONLY)",0
07105PLRRV810LI,108952,PHENOL,250
07105SNCHM185FO,67561,METHANOL,65000
07105LNCHM268DO,67561,METHANOL,489
07105LNCHM268DO,110827,CYCLOHEXANE,131
07105LNCHM268DO,79210,PERACETIC ACID,0
07105LNCHM268DO,75003,CHLOROETHANE,0
07105LNCHM268DO,64186,FORMIC ACID,0
07105LNCHM268DO,64675,DIETHYL SULFATE,0
07105HCHST354DO,107211,ETHYLENE GLYCOL,1947
07105HCHST354DO,108054,VINYL ACETATE,6827
07105HCHST354DO,78933,METHYL ETHYL KETONE,1498
07105HCHST354DO,64186,FORMIC ACID,1544
07105HCHST354DO,141322,BUTYL ACRYLATE,288
07105HCHST354DO,96333,METHYL ACRYLATE,1329
07105HCHST354DO,71363,N-BUTYL ALCOHOL,2635
07105QNTMC300DO,108883,TOLUENE,0
07105QNTMC300DO,67561,METHANOL,291
07105QNTMC300DO,108101,METHYL ISOBUTYL KETONE,0
07105SSXND351DO,7697372,NITRIC ACID,18
07105CRMPT52AMS,121697,NN-DIMETHYLANILINE,0
07105CRMPT52AMS,7439921,LEAD,0
07105CRMPT52AMS,N230,CERTAIN GLYCOL ETHERS,0
07105CRMPT52AMS,107211,ETHYLENE GLYCOL,209
07105HNGCH414WI,133073,FOLPET,250
07105HNGCH414WI,133062,CAPTAN,0
07105KSTRS88FER,7439921,LEAD,0
07105NWRKN12AMS,75092,DICHLOROMETHANE,7298
07105TRYCHONEAV,55406536,3-IODO-2-PROPYNYL BUTYLCARBAMATE,25
07105TRYCHONEAV,107197,PROPARGYL ALCOHOL,906
07105TRYCHONEAV,67561,METHANOL,12083
07105TRYCHONEAV,108316,MALEIC ANHYDRIDE,0
07105SPNCR400DO,100414,ETHYLBENZENE,660
07105SPNCR400DO,85449,PHTHALIC ANHYDRIDE,570
07105SPNCR400DO,108883,TOLUENE,5138
07105SPNCR400DO,1330207,XYLENE (MIXED ISOMERS),2773
07105SPNCR400DO,N230,CERTAIN GLYCOL ETHERS,0
07105SPNCR400DO,95636,124-TRIMETHYLBENZENE,107
07105SPNCR400DO,67561,METHANOL,146
07105SPNCR400DO,108316,MALEIC ANHYDRIDE,0
07105SPNCR400DO,107211,ETHYLENE GLYCOL,68
07105CRDLT500DO,95636,124-TRIMETHYLBENZENE,0
07105CRDLT500DO,1330207,XYLENE (MIXED ISOMERS),4400
07105CRDLT500DO,108883,TOLUENE,800
07105CRDLT500DO,108952,PHENOL,0
07105CRDLT500DO,71363,N-BUTYL ALCOHOL,800
07105CRDLT500DO,106898,EPICHLOROHYDRIN,1000
07105DRLNG825WI,7664417,AMMONIA,0
07105LPHCH1JABE,117817,DI(2-ETHYLHEXYL) PHTHALATE,500
07105NGLHR429DE,1344281,ALUMINUM OXIDE (FIBROUS FORMS),15350
07105NGLHR429DE,7647010,"HYDROCHLORIC ACID (1995 AND AFTER ""ACID AEROSOLS"" ONLY)",500
07105NGLHR429DE,1310732,SODIUM HYDROXIDE (SOLUTION),250
07105NGLHR429DE,7664939,"SULFURIC ACID (1994 AND AFTER ""ACID AEROSOLS"" ONLY)",250
07105PLYMR297FE,N420,LEAD COMPOUNDS,0
07105DCCHM49RUT,141322,BUTYL ACRYLATE,197
07105DCCHM49RUT,1330207,XYLENE (MIXED ISOMERS),961
07105DCCHM49RUT,26471625,TOLUENE DIISOCYANATE (MIXED ISOMERS),18
07105DCCHM49RUT,85449,PHTHALIC ANHYDRIDE,78
07105DCCHM49RUT,100414,ETHYLBENZENE,186
07105DCCHM49RUT,107211,ETHYLENE GLYCOL,20
07105DCCHM49RUT,95636,124-TRIMETHYLBENZENE,72
07105DCCHM49RUT,80626,METHYL METHACRYLATE,673
07105FDRLB9BACK,7440508,COPPER,243
07105WTCCR652DO,67561,METHANOL,1383
07105WTCCR652DO,71363,N-BUTYL ALCOHOL,1598
07105CHMFL200PU,96093,STYRENE OXIDE,0
07105CHMFL200PU,67561,METHANOL,250
07105CHMFL200PU,77781,DIMETHYL SULFATE,0
07105CHMFL200PU,1330207,XYLENE (MIXED ISOMERS),250
07105WBCRF80WHE,108883,TOLUENE,460
07105NTDLB65CHA,127184,TETRACHLOROETHYLENE,0
07114TNXFN390AD,1330207,XYLENE (MIXED ISOMERS),232
07114TNXFN390AD,N230,CERTAIN GLYCOL ETHERS,153
07114TNXFN390AD,108883,TOLUENE,457
07105CHSCH280CH,127184,TETRACHLOROETHYLENE,2239
07105HDSNT18MAL,79016,TRICHLOROETHYLENE,11244
07105HDSNT18MAL,71556,111-TRICHLOROETHANE,29733
07105LRMTL108JO,67561,METHANOL,0
07105LRMTL108JO,7664417,AMMONIA,0
07105DFNSH49VES,N230,CERTAIN GLYCOL ETHERS,4000
07105DFNSH49VES,108883,TOLUENE,9000
07105DFNSH49VES,71363,N-BUTYL ALCOHOL,6000
07105HNDRL10834,7664417,AMMONIA,750
07105WLSNM115CH,67641,ACETONE,3600
07105WLSNM115CH,108883,TOLUENE,3500
07105WLSNM115CH,75092,DICHLOROMETHANE,7200
07114KNGSL308MI,1330207,XYLENE (MIXED ISOMERS),23800
07114KNGSL308MI,7647010,"HYDROCHLORIC ACID (1995 AND AFTER ""ACID AEROSOLS"" ONLY)",0
07114KNGSL308MI,108101,METHYL ISOBUTYL KETONE,12750
07114STCRC285EM,1330207,XYLENE (MIXED ISOMERS),40815
07114STCRC285EM,108883,TOLUENE,6677
07114STCRC285EM,108101,METHYL ISOBUTYL KETONE,35598
07101SKNDR240MU,7439921,LEAD,250
07105THRLY25MCW,N106,CYANIDE COMPOUNDS,250
07105WBCRF488MU,71556,111-TRICHLOROETHANE,4000
07114CKSNP256VA,N450,MANGANESE COMPOUNDS,22
07114CKSNP256VA,7632000,SODIUM NITRITE,0
07114CKSNP256VA,7697372,NITRIC ACID,0
07114CKSNP256VA,N420,LEAD COMPOUNDS,339
07114CKSNP256VA,N040,BARIUM COMPOUNDS,10
07114CKSNP256VA,N090,CHROMIUM COMPOUNDS(EXCEPT CHROMITE ORE MINED IN THE TRANSVAAL REGION),74
07114HBCHNHEUBA,7440360,ANTIMONY,1
07114HBCHNHEUBA,7440393,BARIUM,238
07114HBCHNHEUBA,7440473,CHROMIUM,670
07114HBCHNHEUBA,7440508,COPPER,9
07114HBCHNHEUBA,107211,ETHYLENE GLYCOL,393
07114HBCHNHEUBA,7647010,"HYDROCHLORIC ACID (1995 AND AFTER ""ACID AEROSOLS"" ONLY)",243
07114HBCHNHEUBA,7439921,LEAD,3029
07114HBCHNHEUBA,7439965,MANGANESE,0
07114HBCHNHEUBA,1313275,MOLYBDENUM TRIOXIDE,0
07114HBCHNHEUBA,7440020,NICKEL,0
07114HBCHNHEUBA,7697372,NITRIC ACID,510
07114HBCHNHEUBA,1310732,SODIUM HYDROXIDE (SOLUTION),42
07114HBCHNHEUBA,7664939,"SULFURIC ACID (1994 AND AFTER ""ACID AEROSOLS"" ONLY)",150
07114HBCHNHEUBA,127184,TETRACHLOROETHYLENE,12300
07114GNRLC24AVE,N982,ZINC COMPOUNDS,500
07114GNRLC24AVE,7697372,NITRIC ACID,0
07114GNRLC24AVE,7664939,"SULFURIC ACID (1994 AND AFTER ""ACID AEROSOLS"" ONLY)",1000
07114GNRLC24AVE,N078,CADMIUM COMPOUNDS,500
07114GNRLC24AVE,N040,BARIUM COMPOUNDS,255
07114GNRLC24AVE,N725,SELENIUM COMPOUNDS,255
07114GNRLC24AVE,N458,MERCURY COMPOUNDS,10
07114BNDDH301FR,78933,METHYL ETHYL KETONE,514
07114HNDYS337SH,1330207,XYLENE (MIXED ISOMERS),12682
07114NDLCL1VIRG,N040,BARIUM COMPOUNDS,0
