07407FNTXN418FA,111422,DIETHANOLAMINE,500
07407GRNTN125MA,85449,PHTHALIC ANHYDRIDE,0
07407PWRCN495BO,7439965,MANGANESE,0
07407PWRCN495BO,75058,ACETONITRILE,990
07407PWRCN495BO,7664382,PHOSPHORIC ACID,0
07407TRCNC25CHO,7647010,"HYDROCHLORIC ACID (1995 AND AFTER ""ACID AEROSOLS"" ONLY)",0
07407WVRMF355E5,108883,TOLUENE,500
07662FNCNT106KE,71363,N-BUTYL ALCOHOL,5108
07662FNCNT106KE,N230,CERTAIN GLYCOL ETHERS,13171
07407CSTMC30PAU,N982,ZINC COMPOUNDS,104
07407TRCNC16LEL,N511,NITRATE COMPOUNDS,20
07407TRCNC16LEL,107211,ETHYLENE GLYCOL,2
07407TRCNC16LEL,N100,COPPER COMPOUNDS,0
07407MRCLP1MARK,N150,DIOXIN AND DIOXIN-LIKE COMPOUNDS,0
07407MRCLP1MARK,1336363,POLYCHLORINATED BIPHENYLS,0
07662THRML109N5,7440020,NICKEL,0
07504MRTNC335MC,100414,ETHYLBENZENE,6734
07504MRTNC335MC,62533,ANILINE,67
07504MRTNC335MC,91203,NAPHTHALENE,35
07504MRTNC335MC,95534,O-TOLUIDINE,212
07504MRTNC335MC,7632000,SODIUM NITRITE,24
07504MRTNC335MC,1330207,XYLENE (MIXED ISOMERS),38079
07504MRTNC335MC,N096,COBALT COMPOUNDS,0
07504MRTNC335MC,N100,COPPER COMPOUNDS,0
07513PWRBT543EA,N420,LEAD COMPOUNDS,2
07513TLNTC546E4,N420,LEAD COMPOUNDS,2
07662CNNGC280MI,7440508,COPPER,0
07662CNNGC280MI,7439921,LEAD,0
07662CSTMP216MI,78933,METHYL ETHYL KETONE,30
07662CSTMP216MI,127184,TETRACHLOROETHYLENE,35
07662LLNFN271MA,7439921,LEAD,0
07662LLNFN271MA,7440020,NICKEL,8
07662RNNLC280MI,7647010,"HYDROCHLORIC ACID (1995 AND AFTER ""ACID AEROSOLS"" ONLY)",0
07662RNNLC280MI,7440020,NICKEL,0
07662RNNLC280MI,7697372,NITRIC ACID,0
07543HTRNC79221,1319773,CRESOL (MIXED ISOMERS),0
07543HTRNC79221,75218,ETHYLENE OXIDE,20
07543HTRNC79221,75569,PROPYLENE OXIDE,0
07504LPCHM20719,107211,ETHYLENE GLYCOL,0
